UserID,UserName,Age,Gender,Location,LastLogin,PurchaseAmount,PurchaseCategory,ReviewScore,LoginFrequency
62,User_62,54,Female,Location_62,2023-06-19,-0.40551967162783964,Food,0.6823687752355316,Weekly
63,User_63,23,Male,Location_63,2023-07-16,-0.5776060824724124,Home & Garden,-0.6635262449528937,Weekly
64,User_64,56,Male,Location_64,2023-06-07,0.9281500124175991,Food,-0.32705248990578734,Weekly
65,User_65,58,Female,Location_65,2023-08-10,0.7052198892780389,Books,-0.32705248990578734,Weekly
66,User_66,70,Female,Location_66,2023-06-30,-0.1317458361932921,Books,0.34589502018842533,Weekly
67,User_67,35,Female,Location_67,2023-08-21,-0.7047153632098809,Food,-0.6635262449528937,Monthly
68,User_68,33,Female,Location_68,2023-09-27,0.6895756701103505,Books,-0.32705248990578734,Weekly
69,User_69,22,Male,Location_69,2023-03-29,-0.890490465826181,Food,-0.6635262449528937,Monthly
70,User_70,59,Female,Location_70,2023-08-23,0.6915311975063115,Electronics,-0.6635262449528937,Daily
71,User_71,60,Female,Location_71,2023-02-17,0.5937548277082588,Books,0.009421265141318986,Monthly
72,User_72,49,Male,Location_72,2023-01-18,0.7032643618820779,Books,0.009421265141318986,Daily
73,User_73,19,Male,Location_73,2023-07-16,0.48424529353443985,Books,0.34589502018842533,Daily
74,User_74,19,Female,Location_74,2023-02-05,0.4783787113465567,Books,-0.6635262449528937,Monthly
75,User_75,57,Female,Location_75,2023-09-21,-0.3038322470378649,Food,0.009421265141318986,Monthly
76,User_76,59,Female,Location_76,2023-10-01,-0.820091479571583,Food,0.6823687752355316,Weekly
77,User_77,53,Female,Location_77,2023-09-28,0.9398831767933653,Electronics,-0.6635262449528937,Weekly
78,User_78,56,Female,Location_78,2023-09-15,0.0325184650674364,Food,-0.32705248990578734,Daily
79,User_79,29,Male,Location_79,2023-10-02,0.16549432799278807,Books,-0.6635262449528937,Daily
80,User_80,64,Male,Location_80,2023-03-02,-0.1454345279650195,Electronics,-0.32705248990578734,Monthly
81,User_81,36,Female,Location_81,2023-10-22,0.022740828087631133,Clothing,0.34589502018842533,Daily
82,User_82,45,Male,Location_82,2023-01-08,-0.08676870608618788,Home & Garden,0.009421265141318986,Weekly
83,User_83,18,Female,Location_83,2023-11-04,-0.05352474035484996,Electronics,0.6823687752355316,Monthly
84,User_84,32,Male,Location_84,2023-12-27,-0.636271904351244,Home & Garden,0.009421265141318986,Weekly
85,User_85,53,Female,Location_85,2023-10-20,0.6758869783386231,Books,-0.32705248990578734,Monthly
86,User_86,30,Female,Location_86,2023-01-22,-0.1962782402600069,Clothing,0.34589502018842533,Daily
87,User_87,60,Male,Location_87,2023-08-14,-0.44267469215109967,Home & Garden,-0.32705248990578734,Daily
88,User_88,38,Female,Location_88,2023-05-14,-0.4837407674662818,Electronics,0.34589502018842533,Weekly
89,User_89,29,Female,Location_89,2023-05-21,-0.6929821988341146,Food,0.34589502018842533,Daily
90,User_90,22,Female,Location_90,2023-02-20,0.6485095947951683,Home & Garden,0.6823687752355316,Monthly
91,User_91,24,Female,Location_91,2023-06-09,-0.17672296630039636,Food,0.6823687752355316,Weekly
92,User_92,22,Female,Location_92,2023-12-17,0.46664554697079036,Home & Garden,0.009421265141318986,Weekly
93,User_93,65,Female,Location_93,2023-12-28,0.8401512795993517,Books,0.6823687752355316,Daily
94,User_94,70,Male,Location_94,2023-07-05,-0.4622299661107102,Food,-0.32705248990578734,Daily
95,User_95,21,Male,Location_95,2023-10-27,0.47642318395059563,Clothing,-0.32705248990578734,Monthly
96,User_96,30,Female,Location_96,2023-02-08,-0.9550228698928958,Electronics,0.34589502018842533,Daily
97,User_97,54,Female,Location_97,2023-02-07,-0.12587925400540895,Clothing,0.009421265141318986,Weekly
98,User_98,70,Male,Location_98,2023-04-15,-0.3429427949570859,Home & Garden,0.009421265141318986,Monthly
99,User_99,58,Male,Location_99,2023-11-23,0.9437942315852874,Home & Garden,0.009421265141318986,Weekly
100,User_100,32,Male,Location_0,2023-01-31,0.5409555880173104,Clothing,0.34589502018842533,Weekly
101,User_101,33,Male,Location_1,2023-01-31,-0.7438259111291019,Home & Garden,0.6823687752355316,Weekly
102,User_102,38,Female,Location_2,2023-03-10,-0.39574203464803437,Books,-0.6635262449528937,Daily
103,User_103,53,Female,Location_3,2023-08-04,0.2182935676837365,Electronics,-0.32705248990578734,Monthly
104,User_104,41,Male,Location_4,2023-05-29,-0.21974456901153955,Books,0.34589502018842533,Monthly
105,User_105,33,Male,Location_5,2023-02-17,-0.6519161235189325,Food,-0.32705248990578734,Daily
106,User_106,31,Male,Location_6,2023-03-22,-0.5032960414258923,Electronics,0.6823687752355316,Daily
107,User_107,39,Male,Location_7,2023-04-11,0.5507332249971156,Electronics,0.6823687752355316,Daily
108,User_108,66,Female,Location_8,2023-09-24,-0.9530673424969347,Home & Garden,0.34589502018842533,Daily
109,User_109,67,Male,Location_9,2023-12-06,-0.06330237733465524,Food,0.34589502018842533,Weekly
110,User_110,23,Male,Location_10,2023-01-07,-0.9804447260403895,Clothing,-0.6635262449528937,Weekly
111,User_111,59,Male,Location_11,2023-04-21,-0.4113862538157228,Food,0.009421265141318986,Daily
112,User_112,53,Female,Location_12,2023-06-05,0.2104714580998923,Clothing,-0.6635262449528937,Weekly
113,User_113,18,Female,Location_13,2023-10-21,-0.20214482244789006,Food,0.34589502018842533,Weekly
114,User_114,49,Female,Location_14,2023-04-21,0.5331334784334661,Food,-0.6635262449528937,Daily
115,User_115,23,Male,Location_15,2023-08-25,0.1928717115362428,Clothing,-0.32705248990578734,Weekly
116,User_116,48,Female,Location_16,2023-01-11,0.00123002673205954,Books,0.6823687752355316,Daily
117,User_117,18,Female,Location_17,2023-09-09,-0.9745781438525063,Home & Garden,0.6823687752355316,Monthly
118,User_118,67,Male,Location_18,2023-05-05,-0.346853849749008,Home & Garden,-0.6635262449528937,Monthly
119,User_119,68,Female,Location_19,2023-07-11,-0.782936459048323,Home & Garden,0.009421265141318986,Daily
120,User_120,54,Male,Location_20,2023-02-24,-0.02614735681139521,Clothing,0.34589502018842533,Weekly
121,User_121,52,Female,Location_21,2023-12-22,0.707175416674,Home & Garden,0.6823687752355316,Daily
122,User_122,66,Female,Location_22,2023-06-13,0.8245070604316632,Electronics,-0.6635262449528937,Monthly
123,User_123,47,Male,Location_23,2023-03-27,0.2437154238312302,Food,0.34589502018842533,Monthly
124,User_124,21,Male,Location_24,2023-01-15,0.1518056362210607,Clothing,0.6823687752355316,Daily
125,User_125,52,Female,Location_25,2023-11-19,0.5878882455203757,Clothing,-0.6635262449528937,Daily
126,User_126,60,Female,Location_26,2023-08-13,-0.1493455827569416,Electronics,0.34589502018842533,Daily
127,User_127,31,Male,Location_27,2023-11-07,0.5468221702051935,Food,0.009421265141318986,Weekly
128,User_128,66,Female,Location_28,2023-12-27,0.7697522933447537,Home & Garden,-0.6635262449528937,Daily
129,User_129,57,Male,Location_29,2023-11-20,-0.7594701302967903,Clothing,-0.6635262449528937,Daily
130,User_130,39,Male,Location_30,2023-09-20,-0.1962782402600069,Clothing,-0.6635262449528937,Weekly
131,User_131,27,Male,Location_31,2023-11-13,-0.272543808702488,Clothing,0.6823687752355316,Weekly
132,User_132,18,Female,Location_32,2023-01-09,0.3493139032131271,Clothing,0.009421265141318986,Monthly
133,User_133,28,Female,Location_33,2023-01-08,-0.016369719831589944,Clothing,0.009421265141318986,Monthly
134,User_134,68,Female,Location_34,2023-10-18,0.9164168480418328,Clothing,-0.6635262449528937,Daily
135,User_135,61,Female,Location_35,2023-08-02,0.5957103551042199,Electronics,-0.6635262449528937,Monthly
136,User_136,41,Female,Location_36,2023-01-29,0.10291745132203434,Clothing,0.009421265141318986,Monthly
137,User_137,20,Male,Location_37,2023-12-11,-0.34880937714496907,Books,0.34589502018842533,Weekly
138,User_138,52,Female,Location_38,2023-08-08,-0.42703047298341124,Food,-0.6635262449528937,Weekly
139,User_139,53,Male,Location_39,2023-10-30,0.889039464498378,Food,0.009421265141318986,Weekly
140,User_140,48,Male,Location_40,2023-01-21,0.30042571831410075,Home & Garden,0.6823687752355316,Monthly
141,User_141,21,Female,Location_41,2023-12-03,0.4940229305142451,Clothing,0.009421265141318986,Weekly
142,User_142,36,Male,Location_42,2023-03-14,0.8381957522033906,Clothing,0.34589502018842533,Monthly
143,User_143,64,Female,Location_43,2023-07-17,-0.03396946639523943,Electronics,-0.6635262449528937,Weekly
144,User_144,53,Male,Location_44,2023-01-04,0.4783787113465567,Books,0.009421265141318986,Monthly
145,User_145,38,Male,Location_45,2023-05-23,0.22220462247565861,Food,-0.32705248990578734,Weekly
146,User_146,35,Male,Location_46,2023-09-20,0.36886917717273765,Food,-0.6635262449528937,Monthly
147,User_147,68,Female,Location_47,2023-04-09,-0.8944015206181031,Home & Garden,-0.6635262449528937,Monthly
148,User_148,45,Female,Location_48,2023-02-23,-0.31556541141363115,Clothing,-0.32705248990578734,Weekly
149,User_149,32,Female,Location_49,2023-08-12,0.12247272528164488,Electronics,-0.6635262449528937,Weekly
150,User_150,59,Female,Location_50,2023-03-19,0.8205960056397411,Home & Garden,0.6823687752355316,Weekly
151,User_151,19,Male,Location_51,2023-06-22,0.417757362071764,Home & Garden,0.6823687752355316,Daily
152,User_152,54,Female,Location_52,2023-09-02,-0.6440940139350882,Home & Garden,0.34589502018842533,Daily
153,User_153,28,Female,Location_53,2023-02-14,-0.8220470069675441,Electronics,0.34589502018842533,Weekly
154,User_154,40,Male,Location_54,2023-11-26,0.2808704443544902,Electronics,0.009421265141318986,Weekly
155,User_155,61,Male,Location_55,2023-04-26,0.18309407455643753,Clothing,0.009421265141318986,Daily
156,User_156,58,Female,Location_56,2023-12-07,0.4099352524879198,Electronics,0.6823687752355316,Weekly
157,User_157,29,Male,Location_57,2023-10-21,-0.48178524007032075,Home & Garden,-0.6635262449528937,Weekly
158,User_158,20,Female,Location_58,2023-11-12,0.6543761769830515,Clothing,-0.32705248990578734,Daily
159,User_159,69,Male,Location_59,2023-12-20,0.20656040330797018,Home & Garden,0.6823687752355316,Monthly
160,User_160,34,Female,Location_60,2023-08-07,-0.2979656648499817,Home & Garden,0.34589502018842533,Daily
161,User_161,50,Male,Location_61,2023-06-20,-0.7731588220685177,Food,0.34589502018842533,Weekly
162,User_162,18,Female,Location_62,2023-12-25,0.4940229305142451,Electronics,0.34589502018842533,Weekly
163,User_163,56,Male,Location_63,2023-10-01,0.19873829372412596,Food,-0.32705248990578734,Monthly
164,User_164,37,Female,Location_64,2023-12-18,-0.6675603426866209,Food,0.34589502018842533,Weekly
165,User_165,64,Female,Location_65,2023-11-16,-0.020280774623512052,Home & Garden,0.34589502018842533,Weekly
166,User_166,60,Female,Location_66,2023-05-19,0.851884443975118,Electronics,0.009421265141318986,Daily
167,User_167,69,Female,Location_67,2023-11-27,-0.5697839728885682,Home & Garden,-0.6635262449528937,Daily
168,User_168,58,Female,Location_68,2023-06-06,-0.17281191150847425,Books,-0.6635262449528937,Weekly
169,User_169,31,Female,Location_69,2023-08-03,0.7971296768882085,Home & Garden,-0.32705248990578734,Weekly
170,User_170,48,Male,Location_70,2023-11-01,-0.2686327539105659,Home & Garden,0.34589502018842533,Weekly
171,User_171,42,Female,Location_71,2023-09-06,0.28869255393833443,Electronics,0.009421265141318986,Weekly
172,User_172,20,Male,Location_72,2023-07-04,-0.8748462466584925,Home & Garden,-0.6635262449528937,Monthly
173,User_173,21,Female,Location_73,2023-12-20,0.7873520399084032,Home & Garden,-0.32705248990578734,Daily
174,User_174,48,Male,Location_74,2023-12-25,-0.9315565411413631,Food,0.009421265141318986,Daily
175,User_175,52,Female,Location_75,2023-09-13,-0.6656048152906598,Home & Garden,0.34589502018842533,Weekly
176,User_176,61,Male,Location_76,2023-07-18,0.05402926642300799,Electronics,-0.32705248990578734,Weekly
177,User_177,31,Female,Location_77,2023-01-16,-0.008547610247745729,Food,0.009421265141318986,Weekly
178,User_178,66,Male,Location_78,2023-08-07,-0.13761241838117527,Clothing,-0.6635262449528937,Daily
179,User_179,58,Female,Location_79,2023-05-12,0.05207373902704694,Clothing,0.6823687752355316,Weekly
180,User_180,26,Male,Location_80,2023-10-28,0.11660614309376172,Home & Garden,-0.6635262449528937,Weekly
181,User_181,37,Male,Location_81,2023-10-11,-0.8592020274908041,Food,0.6823687752355316,Monthly
182,User_182,49,Male,Location_82,2023-10-04,0.6602427591709347,Books,-0.32705248990578734,Daily
183,User_183,26,Female,Location_83,2023-09-22,0.7052198892780389,Clothing,0.009421265141318986,Monthly
184,User_184,44,Male,Location_84,2023-07-01,0.9281500124175991,Food,0.009421265141318986,Weekly
185,User_185,20,Female,Location_85,2023-10-21,-0.8122693699877388,Clothing,0.009421265141318986,Monthly
186,User_186,70,Female,Location_86,2023-07-07,0.01100766371186481,Food,0.34589502018842533,Monthly
187,User_187,21,Female,Location_87,2023-11-28,-0.6577827057068156,Home & Garden,-0.6635262449528937,Daily
188,User_188,62,Female,Location_88,2023-12-21,-0.4622299661107102,Food,0.6823687752355316,Monthly
189,User_189,32,Male,Location_89,2023-09-15,0.8616620809549232,Food,0.34589502018842533,Weekly
190,User_190,50,Female,Location_90,2023-08-15,0.2945591361262176,Electronics,-0.32705248990578734,Weekly
191,User_191,22,Male,Location_91,2023-01-06,-0.8083583151958167,Home & Garden,-0.32705248990578734,Weekly
192,User_192,21,Female,Location_92,2023-07-08,-0.23538878817922798,Books,0.34589502018842533,Weekly
193,User_193,63,Male,Location_93,2023-05-23,-0.2510330073469164,Clothing,0.6823687752355316,Daily
194,User_194,29,Female,Location_94,2023-03-03,-0.18650060328020163,Food,-0.32705248990578734,Weekly
195,User_195,40,Female,Location_95,2023-10-19,-0.6206276851835556,Food,-0.6635262449528937,Daily
196,User_196,31,Male,Location_96,2023-08-15,0.1733164375766323,Home & Garden,-0.32705248990578734,Daily
197,User_197,63,Female,Location_97,2023-09-30,0.1087840335099175,Electronics,0.6823687752355316,Daily
198,User_198,29,Female,Location_98,2023-11-28,0.5859327181244146,Clothing,-0.6635262449528937,Weekly
199,User_199,34,Female,Location_99,2023-06-13,0.3923355059242703,Books,0.34589502018842533,Daily
200,User_200,42,Female,Location_0,2023-05-05,0.02860741027551429,Food,0.6823687752355316,Monthly
201,User_201,47,Female,Location_1,2023-03-12,0.6563317043790126,Electronics,-0.6635262449528937,Monthly
202,User_202,39,Female,Location_2,2023-12-22,0.2652262251868018,Clothing,-0.6635262449528937,Weekly
203,User_203,64,Female,Location_3,2023-04-18,-0.8318246439473493,Clothing,-0.6635262449528937,Monthly
204,User_204,43,Female,Location_4,2023-10-18,0.35126943060908816,Books,0.6823687752355316,Monthly
205,User_205,34,Male,Location_5,2023-11-11,-0.20605587723981217,Home & Garden,0.009421265141318986,Monthly
206,User_206,37,Female,Location_6,2023-10-02,0.5214003140576998,Clothing,-0.32705248990578734,Monthly
207,User_207,51,Male,Location_7,2023-08-23,0.4060241976959977,Clothing,0.009421265141318986,Daily
208,User_208,58,Female,Location_8,2023-04-04,-0.6871156166462314,Books,-0.32705248990578734,Monthly
209,User_209,50,Male,Location_9,2023-02-16,0.47642318395059563,Food,0.6823687752355316,Weekly
210,User_210,54,Male,Location_10,2023-02-15,-0.2901435552661375,Home & Garden,-0.32705248990578734,Weekly
211,User_211,24,Male,Location_11,2023-04-07,0.3669136497767766,Books,0.6823687752355316,Monthly
212,User_212,39,Female,Location_12,2023-03-13,0.24567095122719126,Food,-0.6635262449528937,Monthly
213,User_213,49,Female,Location_13,2023-04-16,0.6485095947951683,Books,0.34589502018842533,Monthly
214,User_214,31,Male,Location_14,2023-12-29,-0.20996693203173428,Books,0.009421265141318986,Monthly
215,User_215,25,Female,Location_15,2023-10-12,-0.5932503016401008,Books,0.009421265141318986,Monthly
216,User_216,42,Female,Location_16,2023-08-10,-0.7418703837331408,Electronics,0.6823687752355316,Daily
217,User_217,33,Male,Location_17,2023-02-08,-0.9491562877050126,Books,-0.32705248990578734,Weekly
218,User_218,59,Female,Location_18,2023-08-02,0.4099352524879198,Food,-0.32705248990578734,Weekly
219,User_219,36,Male,Location_19,2023-04-09,-0.17672296630039636,Food,0.34589502018842533,Daily
220,User_220,58,Male,Location_20,2023-08-04,-0.40551967162783964,Clothing,-0.6635262449528937,Daily
221,User_221,33,Female,Location_21,2023-11-02,-0.7712032946725567,Electronics,-0.32705248990578734,Daily
222,User_222,29,Male,Location_22,2023-05-27,-0.8161804247796609,Food,-0.32705248990578734,Weekly
223,User_223,56,Female,Location_23,2023-08-24,-0.1493455827569416,Electronics,-0.6635262449528937,Weekly
224,User_224,65,Female,Location_24,2023-10-21,0.4314460538434914,Clothing,0.34589502018842533,Monthly
225,User_225,47,Female,Location_25,2023-05-29,0.24567095122719126,Electronics,-0.32705248990578734,Daily
226,User_226,19,Female,Location_26,2023-03-13,-0.09263528827407104,Food,0.6823687752355316,Weekly
227,User_227,49,Male,Location_27,2023-11-10,0.8460178617872348,Home & Garden,-0.6635262449528937,Weekly
228,User_228,62,Female,Location_28,2023-05-21,0.3375807388373608,Electronics,-0.32705248990578734,Monthly
229,User_229,42,Female,Location_29,2023-01-22,-0.7594701302967903,Electronics,0.34589502018842533,Monthly
230,User_230,42,Female,Location_30,2023-02-16,0.41580183467580295,Home & Garden,0.009421265141318986,Weekly
231,User_231,21,Male,Location_31,2023-12-28,0.5194447866617388,Books,0.6823687752355316,Daily
232,User_232,36,Male,Location_32,2023-05-03,-0.2784103908903712,Home & Garden,0.6823687752355316,Monthly
233,User_233,65,Female,Location_33,2023-06-12,0.599621409896142,Books,0.6823687752355316,Weekly
234,User_234,21,Female,Location_34,2023-07-20,-0.9022236302019473,Home & Garden,0.6823687752355316,Monthly
235,User_235,60,Female,Location_35,2023-04-13,0.8245070604316632,Electronics,0.009421265141318986,Daily
236,User_236,30,Female,Location_36,2023-08-04,-0.7966251508200504,Books,0.009421265141318986,Weekly
237,User_237,56,Female,Location_37,2023-08-30,-0.6597382331027767,Books,0.009421265141318986,Daily
238,User_238,53,Male,Location_38,2023-03-09,-0.7888030412362061,Home & Garden,0.009421265141318986,Monthly
239,User_239,40,Female,Location_39,2023-06-28,0.13616141705337226,Electronics,0.34589502018842533,Daily
240,User_240,23,Male,Location_40,2023-05-23,0.19482723893220386,Electronics,-0.32705248990578734,Daily
241,User_241,41,Male,Location_41,2023-02-25,0.8245070604316632,Electronics,0.009421265141318986,Monthly
242,User_242,61,Female,Location_42,2023-10-11,0.380602341548504,Books,0.009421265141318986,Daily
243,User_243,50,Male,Location_43,2023-03-28,-0.7320927467533356,Books,0.34589502018842533,Weekly
244,User_244,29,Female,Location_44,2023-10-10,0.8851284097064559,Books,-0.6635262449528937,Monthly
245,User_245,58,Male,Location_45,2023-03-26,-0.419208363399567,Electronics,0.34589502018842533,Daily
246,User_246,38,Male,Location_46,2023-02-22,0.6152656290638304,Clothing,-0.6635262449528937,Daily
247,User_247,28,Female,Location_47,2023-06-18,-0.7340482741492966,Clothing,0.6823687752355316,Monthly
248,User_248,61,Male,Location_48,2023-01-21,-0.22365562380346166,Books,0.34589502018842533,Daily
249,User_249,55,Female,Location_49,2023-03-06,-0.35467595933285223,Books,0.6823687752355316,Weekly
250,User_250,46,Female,Location_50,2023-10-05,0.09313981434222907,Electronics,-0.6635262449528937,Monthly
251,User_251,65,Female,Location_51,2023-02-20,0.003185554128020594,Electronics,0.34589502018842533,Weekly
252,User_252,58,Female,Location_52,2023-07-31,0.34735837581716605,Clothing,-0.6635262449528937,Weekly
253,User_253,20,Female,Location_53,2023-09-03,-0.9569783972888568,Clothing,-0.6635262449528937,Weekly
254,User_254,45,Female,Location_54,2023-09-06,0.6856646153184284,Home & Garden,0.6823687752355316,Monthly
255,User_255,37,Male,Location_55,2023-09-02,-0.08285765129426577,Electronics,-0.6635262449528937,Monthly
256,User_256,43,Male,Location_56,2023-03-21,-0.3312096305813196,Food,-0.32705248990578734,Weekly
257,User_257,41,Female,Location_57,2023-08-12,0.2554485882069965,Home & Garden,0.009421265141318986,Monthly
258,User_258,69,Male,Location_58,2023-02-08,-0.2568995895347996,Electronics,0.34589502018842533,Weekly
259,User_259,64,Male,Location_59,2023-09-27,0.9496608137731706,Food,0.6823687752355316,Weekly
260,User_260,38,Female,Location_60,2023-06-26,0.8636176083508843,Food,0.009421265141318986,Daily
261,User_261,47,Male,Location_61,2023-12-31,-0.3683646511045796,Books,0.6823687752355316,Weekly
262,User_262,21,Female,Location_62,2023-09-05,-0.6890711440421925,Books,-0.32705248990578734,Monthly
263,User_263,53,Female,Location_63,2023-07-14,0.7325972728214937,Food,0.009421265141318986,Weekly
264,User_264,57,Male,Location_64,2023-12-17,0.044251629443202725,Food,0.34589502018842533,Weekly
265,User_265,27,Female,Location_65,2023-02-11,0.30433677310602286,Home & Garden,-0.6635262449528937,Daily
266,User_266,27,Female,Location_66,2023-06-13,-0.1532566375488637,Food,-0.6635262449528937,Weekly
267,User_267,59,Female,Location_67,2023-10-08,0.8323291700155074,Books,0.009421265141318986,Weekly
268,User_268,41,Female,Location_68,2023-07-18,0.23784884164334705,Books,0.6823687752355316,Daily
269,User_269,21,Male,Location_69,2023-09-17,0.3278031018575555,Books,0.34589502018842533,Daily
270,User_270,64,Female,Location_70,2023-09-29,-0.12196819921348685,Clothing,-0.6635262449528937,Monthly
271,User_271,44,Male,Location_71,2023-04-20,-0.10241292525387631,Home & Garden,0.009421265141318986,Weekly
